term,Topic,Freq,Term
9325,10,0.039888125222948774,함께
7780,10,0.1302795694801907,주제
8164,10,0.07463304436068256,참여
4797,10,0.06303705618004499,세계
9278,10,0.4958676265740224,한마당
5009,10,0.4235182675980961,수상자
1189,10,0.059672481081429044,경기
6190,10,0.054374365919439886,올해
1985,10,0.014842698146216264,기자
8458,10,0.1683435253102273,축제
359,10,0.20821385959502645,23일
7563,10,0.034367036347600424,제공
353,10,0.08564951295742174,22일
6315,10,0.06261042411842643,운영
337,10,0.014902001539896459,20일
6296,10,0.4314835479470578,우승
3424,10,0.016331948791367405,무단
7204,10,0.016537348406364543,재배포
1890,10,0.016435754413156815,금지
6117,10,0.03689251690051016,예정
6292,10,0.13790233670427898,우수
4493,10,0.5343492005978361,상금
7733,10,0.23332215080828378,주관
6170,10,0.023419971088175538,오후
304,10,0.007974826908875498,2016
7791,10,0.18307091342583842,주최
7914,10,0.022181485900164354,지난
4089,10,0.1499761812511914,부문
2736,10,0.2963405319321562,도서관
4512,11,0.444169327113806,상승
6231,11,0.5156071725047863,외국인
7725,11,0.43350469108185025,주가
1042,11,0.3120508646631571,거래
9180,11,0.34379841094842134,하락
7901,11,0.6248505921066536,증시
3086,11,0.4489935340890496,마감
7955,11,0.39386473847315423,지수
3530,11,0.07092579280121539,미국
1938,11,0.12058134111513362,기록
5074,11,0.8921059090815741,순매수
1913,11,0.2322105827975589,기관
6444,11,0.7112646547097244,유가
2621,11,0.12233758734050713,대비
9494,11,0.07876728121909009,현재
8663,11,0.5651428929333757,코스피
3820,11,0.8551010495681152,배럴
1711,11,0.8981251305158642,국제유가
7370,11,0.5031475957732325,전일
6370,11,0.6532564400831214,원유
5073,11,0.8822896343425266,순매도
1011,11,0.18468581338554255,개인
943,11,0.5676871208738786,강세
7888,11,0.09156478930102463,증가
7306,11,0.20497237554306175,전날
1045,11,0.7244354662252388,거래일
6106,11,0.10539804513073331,예상
5396,11,0.1590699481576298,실적
8529,11,0.6014994422672096,취업자
903,11,0.14662437268489,감소
4514,11,0.39768291893486213,상승세
8379,11,0.05096326775990413,최근
5243,11,0.04978498758878173,시장
837,11,0.05275338631642969,가장
1043,11,0.6391183905898251,거래량
93,11,0.14883694157395197,12
1997,11,0.08093018010028813,기준
7703,11,0.3313376262624589,종목
6371,11,0.9618931006088149,원유재고
7914,11,0.02079497291376992,지난
163,11,0.11657975348772216,16
305,11,0.08833821049633395,2016년
3926,11,0.556493995351359,변동성
442,11,0.23313893582300374,31
4256,11,0.20866417873716037,비교
5715,11,0.6749016997231394,약세
1895,11,0.39829182655202355,급등
2527,11,0.13703091190261907,달러
7374,11,0.061583338725399846,전자신문
349,11,0.10930113910051549,22
2080,12,0.614247745591415,김정은
4151,12,0.07568539149937788,북한
1705,12,0.20415985429441905,국정원
2082,12,1.0,김정철
1121,12,0.011128677388771387,것으로
4210,12,0.16043998245254004,불안
2339,12,0.455323090871191,노동당
1745,12,0.13605454026412167,권력
7641,12,0.03628861361042163,조선
8379,12,0.013801709300842733,최근
7914,12,0.0058884226194299664,지난
1259,12,0.3992461741608159,경호
8579,12,0.4890518128698603,친형
7479,12,0.10023968528587607,정보위
3952,12,0.022465611102413203,보고
5306,12,0.5121543072295135,신변
8299,12,0.110608278775451,체제
7015,12,0.014120083459448285,있습니다
5701,12,0.03982579904861721,앵커
7186,12,0.07694902075928724,재개
7499,12,0.07245909193550899,정신
8748,12,0.44637945894256686,탐지
8226,12,0.35308763860082193,처형
2733,12,0.07810971167170751,도발
9430,12,0.19463848236584347,행패
1718,12,0.007676003882990667,국회
7009,12,0.010367657225540991,있다고
6427,12,0.03581976643675461,위원장
907,12,0.0932966692395312,감시
7599,12,0.06729103687710121,제재
9052,12,0.12026568052689612,폭발물
8907,12,0.032554129411828614,파악
2527,12,0.026818995221680367,달러
4085,12,0.34751327104490115,부리는
970,12,0.012659777419387806,강화
5092,12,0.13570347066051158,술에
6428,12,0.11159851829738729,위원장이
3964,12,0.015298972137442923,보도
1985,12,0.002023801043915543,기자
9396,12,0.1636380849533879,핵실험
6190,12,0.006804914973212103,올해
6793,12,0.008414220266726804,이후
9382,12,0.015155366763555517,해외
4890,12,0.27021668019627637,소식통
1657,12,0.13475081039383333,국가정보원
874,12,0.048013792350993865,간사
7303,12,0.03999903024652623,전기
406,12,0.06563302621648832,2억
1426,12,0.02008659134229962,공사
9460,12,0.16825175739207873,헬기
6017,13,0.459254190757923,연합뉴스
304,13,0.09103589900773593,2016
4627,13,0.10971715376391207,서울
337,13,0.08974017101303389,20일
7563,13,0.15020207291960877,제공
6153,13,0.1306543727268879,오전
1985,13,0.0493579015674184,기자
6170,13,0.07501373813902994,오후
4419,13,0.5979119786379802,사천
1197,13,0.18213580087875375,경남
3780,13,0.1231804655732113,방문
871,13,0.2633982155062774,간담회
6247,13,0.15939424978558575,왼쪽
7347,13,0.23593616718735586,전북
5674,13,0.24312445349950984,앞에서
1991,13,0.1278767229946066,기자회견
2667,13,0.03761362632061158,대표
1189,13,0.06520955823264322,경기
4829,13,0.21609691251379096,세종
951,13,0.13812531785102924,강원
1399,13,0.34991966708577266,공군
6770,13,0.8571979494694054,이진욱
8808,13,0.7118239054087295,통영시
9724,13,0.23508631970178964,훈련
4481,13,0.4682884590568842,삼성동
1241,13,0.24939262323533998,경주
6970,13,0.7424886322058141,임채
1941,13,0.3545231165730065,기뢰
1924,13,0.2855388510521637,기념촬영
6330,13,0.1261339571092796,울산
8665,13,0.3493725905532687,코엑스
6326,13,0.2729697361990664,운항
6135,13,0.18541130724039825,오른쪽
7381,13,0.35522668663678153,전주시
6632,13,0.07140171177971208,의원
7380,13,0.19579824245465227,전주
4420,13,0.7926578142242349,사천비행장
1718,13,0.04362896952758388,국회
9047,13,0.47249828948128036,포획
7827,13,0.1574429330553397,중단
4096,13,0.06133716292823563,부산
7818,13,0.07280143025704389,중구
9374,13,0.5098163867122634,해수부
234,13,0.03962298338044935,19일
929,13,0.09946174810344609,강남구
1499,13,0.22288688596234663,관계자들
4768,13,0.35415993765501913,성북구
7485,13,0.20650887683495536,정부서울청사
8162,13,0.31763862617844574,참석자들
5600,13,0.2726774294526381,안정
4418,14,0.08225831293801215,사진
6837,14,0.6225280069758561,인스타그램
1387,14,0.11202145297245497,공개
3362,14,0.09133600951866082,모습
7071,14,0.0983242927551524,자신
1850,14,0.5901856725203493,글과
9325,14,0.04519918342440097,함께
1138,14,0.4034894807218354,게재
6055,14,0.03861499139622603,영상
9312,14,0.06764598803960006,한편
6184,14,0.26119695031600515,올렸다
5051,14,0.62175176541507,수지
3551,14,0.4184752054590063,미모
3829,14,0.03418986244382195,배우
8959,14,0.11182337346702922,팬들
8368,14,0.0610784697882877,촬영
7177,14,0.4430459079170918,장의
8595,14,0.20476964651430965,카메라
3560,14,0.15326991519121827,미소
5166,14,0.15361220525787989,스포츠서울
6865,14,0.1300556648092009,인턴기자
3713,14,0.14041846887095327,반응
4351,14,0.024381606594135852,사랑
1201,14,0.3212495965794859,경리
7204,14,0.01066287096416858,재배포
2171,14,0.6024483339977335,나비
3424,14,0.010344545765467806,무단
7914,14,0.014560388152228458,지난
8379,14,0.030423878693204693,최근
1955,14,0.03509655164448251,기사
337,14,0.008530944063059636,20일
3346,14,0.05778068948714799,모델
9608,14,0.11098048920932395,화제
1985,14,0.007579589787235439,기자
8481,14,0.03433428843710784,출연
2042,14,0.2309576437941331,김민정
3786,14,0.023573621350361652,방송
1890,14,0.009209852232243793,금지
3256,14,0.10899964951860136,머리
2332,14,0.2716691276682118,네티즌들
2070,14,0.05568526193556866,김유정
6473,14,0.1712769419837406,유리
3111,14,0.03738414905044784,마이데일리
2911,14,0.4041543231483407,드레스
4349,14,0.025207656520662567,사람
2482,14,0.32994573138985245,다정
8887,14,0.02927632415843276,특히
9644,14,0.032964836874004436,활동
2307,14,0.07390080196338547,너무
2837,14,0.1270434729196816,동영상
3255,15,0.4529721393180799,머니투데이
2327,15,0.5975323102066394,네이버
3074,15,0.2980892819829063,리얼
6783,15,0.9600784310785128,이해인
1431,15,0.3337279519734334,공시
1985,15,0.03415527823056976,기자
2429,15,0.10182625774208709,뉴스
7249,15,0.05761807239020798,저작권자
2669,15,0.30731867413534586,대표이사
6637,15,0.4002296497250223,의장
1890,15,0.023653871349054653,금지
9293,15,0.9555254437570797,한성숙
7204,15,0.023086929572700032,재배포
3424,15,0.022259460411559042,무단
337,15,0.018430693046594535,20일
6711,15,0.2950237645508242,이사회
4620,15,0.06940653824497466,서비스
2667,15,0.030358027904321072,대표
2048,15,0.9394434908092163,김상헌
4095,15,0.2986955681032223,부사장
6784,15,0.9957380231531744,이해진
4702,15,0.24088779739716795,선임
494,15,0.16428166431507024,3월
6462,15,0.15223043722338317,유럽
2296,15,0.6841780966219433,내정
2275,15,0.05151806079516358,내년
6638,15,0.9696491085761433,의장직
2297,15,0.8761880023201217,내정자
5338,15,0.25558215449769456,신임
8107,15,0.2948903968371869,차기
5243,15,0.02715502358996145,시장
8339,15,0.1772399882930327,총괄
6117,15,0.019460815397396563,예정
1173,15,0.04396980549238314,결정
9457,15,0.04482851983283524,헤럴드경제
1851,15,0.032551338725522135,글로벌
6948,15,0.20233208595061639,임기
4146,15,0.2918272102144434,북미
3507,15,0.24420832582643798,물러
9666,15,0.040851226380853506,회사
7942,15,0.4588543910812545,지분율
3005,15,0.07966064621960214,라인
1767,15,0.027731793204353886,규모
6005,15,0.5593498498627814,연임
5881,15,0.9674663923900634,엠파스
7914,15,0.009152098306535194,지난
5824,15,0.05877059179223343,업계
485,15,0.03759797193888015,3분기
1268,15,0.046065859286859155,계약
6485,15,0.14659325098982232,유상증자
7448,16,0.3872710412743894,정계복귀
4950,16,0.3247273576599579,손학규
7465,16,0.4284955596577587,정론관에서
1718,16,0.09921623403832687,국회
1991,16,0.19914719778670967,기자회견
3591,16,0.17998124412747307,민주당
2667,16,0.056263087933993594,대표
4697,16,0.17195191899561393,선언
5913,16,0.11409810308745932,여의도
4531,16,0.27916539998622436,상임고문
2694,16,0.10247065796938686,더불어민주당
6665,16,0.07268589096170723,이데일리
4627,16,0.0161078610710877,서울
1985,16,0.014918312616435586,기자
337,16,0.016116052181990408,20일
6170,16,0.025072333515656096,오후
1890,16,0.015203892597135112,금지
3239,16,0.08443260315402139,매일경제
8591,16,0.4644115773261025,칩거
7204,16,0.014992816475082407,재배포
3424,16,0.01431286370313211,무단
2359,16,0.11856342387556507,노컷뉴스
6017,16,0.01728813072025031,연합뉴스
7713,16,0.0667580599096116,종합
396,16,0.4233179653479761,2년여간
3537,16,0.052084562135684166,미디어
304,16,0.005611848656308593,2016
6755,16,0.0697459638006739,이정
714,16,0.08623599019636173,80
2430,16,0.010443856554148218,뉴스1
1228,16,0.02765447339266791,경제
6555,16,0.4324219859186027,윤창
3255,16,0.03221283117154598,머니투데이
1432,16,0.05867161837291314,공식
3119,16,0.167627203162979,마치고
393,16,0.6624391413819076,2년2개월
2951,16,0.04571550134645213,디지털
7449,16,0.38228051385509265,정계은퇴
962,16,0.0616592511680418,강진
395,16,0.3635191730266632,2년여
3955,16,0.22981380190303388,보궐선거
2206,16,0.2275995758462316,낙선
8470,16,0.29229452560286645,출마
8053,16,0.042410696528367896,질문
7249,16,0.00980273701204118,저작권자
6825,16,0.04234503472089018,인사
1257,16,0.05524521913479374,경향신문
1988,16,0.1014716535952828,기자들
3721,16,0.02357844384251451,받고
5036,16,0.0662110586843819,수원
1244,17,0.5089675440139267,경찰
